# ratesweep 127.0.0.1:47190 bound 1e-05 1e-09 (A.3 default)
config	epoch_tt	object	lon_err	lat_err	dist_err_au_per_day	dist_err_per_au	flag
topo Quito, apparent	2415020.5	Moon mean aphelion	1.3964e-06	6.9202e-07	7.6573e-11	7.6573e-11	
topo Quito, apparent	2415020.5	Moon osc aphelion	1.9276e-06	6.2123e-07	9.1483e-11	9.1483e-11	
topo Quito, apparent	2415020.5	Mercury mean asc node	7.5849e-10	2.7479e-09	9.8614e-11	9.8614e-11	
topo Quito, apparent	2415020.5	Mercury osc asc node	8.0859e-10	2.7401e-09	9.8527e-11	9.8527e-11	
topo Quito, apparent	2415020.5	Mercury mean desc node	1.8468e-09	1.7619e-09	8.5379e-11	6.5358e-11	
topo Quito, apparent	2415020.5	Mercury osc desc node	1.9743e-09	1.7727e-09	8.6884e-11	6.6509e-11	
topo Quito, apparent	2415020.5	Mercury mean perihelion	1.5618e-10	2.9777e-09	9.9682e-11	9.9682e-11	
topo Quito, apparent	2415020.5	Mercury osc perihelion	7.3139e-11	3.0127e-09	9.9020e-11	9.9020e-11	
topo Quito, apparent	2415020.5	Mercury mean aphelion	1.2006e-09	1.7040e-09	8.9839e-11	6.3230e-11	
topo Quito, apparent	2415020.5	Mercury osc aphelion	1.1388e-09	1.6819e-09	9.0205e-11	6.3487e-11	
topo Quito, apparent	2415020.5	Venus mean asc node	6.3652e-09	5.1229e-09	8.7129e-11	8.7129e-11	
topo Quito, apparent	2415020.5	Venus osc asc node	6.5770e-09	5.1211e-09	8.9129e-11	8.9129e-11	
topo Quito, apparent	2415020.5	Venus mean desc node	1.0576e-09	1.3717e-09	9.0383e-11	5.4063e-11	
topo Quito, apparent	2415020.5	Venus osc desc node	1.1012e-09	1.3848e-09	9.1104e-11	5.4494e-11	
topo Quito, apparent	2415020.5	Venus mean perihelion	9.2060e-09	3.9779e-09	5.5578e-11	5.5578e-11	
topo Quito, apparent	2415020.5	Venus osc perihelion	8.7239e-09	3.8089e-09	7.7854e-11	7.7854e-11	
topo Quito, apparent	2415020.5	Venus mean aphelion	1.9824e-10	1.4450e-09	9.7820e-11	5.9132e-11	
topo Quito, apparent	2415020.5	Venus osc aphelion	5.3013e-10	1.3915e-09	9.1109e-11	5.5047e-11	
topo Quito, apparent	2415020.5	Mars mean asc node	5.0764e-09	1.9974e-09	3.0912e-11	2.6810e-11	
topo Quito, apparent	2415020.5	Mars osc asc node	5.0057e-09	1.9883e-09	2.0094e-11	1.7428e-11	
topo Quito, apparent	2415020.5	Mars mean desc node	1.4879e-09	1.0049e-09	6.8168e-11	2.9701e-11	
topo Quito, apparent	2415020.5	Mars osc desc node	1.8008e-09	1.0058e-09	7.4576e-11	3.2493e-11	
topo Quito, apparent	2415020.5	Mars mean perihelion	1.0875e-09	1.1570e-09	9.2988e-11	4.3989e-11	
topo Quito, apparent	2415020.5	Mars osc perihelion	9.8466e-10	1.1431e-09	8.9095e-11	4.2149e-11	
topo Quito, apparent	2415020.5	Mars mean aphelion	4.1619e-09	1.7305e-09	2.0696e-11	1.5338e-11	
topo Quito, apparent	2415020.5	Mars osc aphelion	4.8182e-09	1.6888e-09	1.5504e-11	1.1488e-11	
topo Quito, apparent	2415020.5	Jupiter mean asc node	7.9380e-10	5.5410e-10	9.2697e-11	2.2111e-11	
topo Quito, apparent	2415020.5	Jupiter osc asc node	6.4424e-10	5.8426e-10	9.6047e-11	2.2899e-11	
topo Quito, apparent	2415020.5	Jupiter mean desc node	2.9844e-10	3.8685e-10	8.8194e-11	1.4251e-11	
topo Quito, apparent	2415020.5	Jupiter osc desc node	4.5115e-10	4.2288e-10	9.2332e-11	1.4924e-11	
topo Quito, apparent	2415020.5	Jupiter mean perihelion	1.1162e-09	4.8355e-10	3.4630e-11	6.9233e-12	
topo Quito, apparent	2415020.5	Jupiter osc perihelion	5.0601e-10	5.0377e-10	9.9874e-12	1.9940e-12	
topo Quito, apparent	2415020.5	Jupiter mean aphelion	9.9976e-10	4.2551e-10	4.7706e-13	8.5376e-14	
topo Quito, apparent	2415020.5	Jupiter osc aphelion	3.8557e-10	4.2403e-10	4.8142e-12	8.6256e-13	
topo Quito, apparent	2415020.5	Saturn mean asc node	1.8114e-10	3.1135e-10	8.6859e-11	1.0720e-11	
topo Quito, apparent	2415020.5	Saturn osc asc node	2.0124e-10	3.1203e-10	8.3990e-11	1.0293e-11	
topo Quito, apparent	2415020.5	Saturn mean desc node	2.6953e-10	2.2699e-10	9.9948e-11	9.0844e-12	
topo Quito, apparent	2415020.5	Saturn osc desc node	3.3971e-10	2.4902e-10	8.1346e-11	7.3958e-12	
topo Quito, apparent	2415020.5	Saturn mean perihelion	7.6078e-11	3.2237e-10	8.1613e-11	1.0131e-11	
topo Quito, apparent	2415020.5	Saturn osc perihelion	1.9813e-09	3.7277e-10	1.2972e-10	1.5985e-11	
topo Quito, apparent	2415020.5	Saturn mean aphelion	2.2126e-11	2.1774e-10	9.8607e-11	8.9198e-12	
topo Quito, apparent	2415020.5	Saturn osc aphelion	2.6006e-11	2.0972e-10	9.5140e-11	8.6131e-12	
topo Quito, apparent	2415020.5	Moon natural apogee	1.6479e-06	6.9638e-07	7.1376e-11	7.1376e-11	
topo Quito, apparent	2415020.5	Moon natural perigee	7.6094e-07	7.6362e-07	9.7186e-11	9.7186e-11	
topo Quito, apparent	2415020.5	Sirius	2.6162e-10	5.2329e-12	3.0500e-07	5.6062e-13	OVER
topo Quito, apparent	2415020.5	Vega	4.5125e-10	3.7494e-11	8.0954e-07	5.1104e-13	OVER
topo Quito, apparent	2415020.5	Polaris	4.9018e-10	8.4343e-11	2.4722e-05	9.0372e-13	OVER
topo Quito, apparent	2415020.5	Rigil Kentaurus	1.7822e-10	1.5465e-10	2.8257e-08	1.0329e-13	OVER
topo Quito, apparent	2451545.0	Sun	1.0982e-09	2.3065e-09	9.6154e-11	9.6154e-11	
topo Quito, apparent	2451545.0	Moon	1.9986e-06	7.7863e-07	3.7502e-11	3.7502e-11	
topo Quito, apparent	2451545.0	Mercury	1.2147e-09	1.6926e-09	9.1261e-11	6.4475e-11	
topo Quito, apparent	2451545.0	Venus	3.7205e-09	1.8704e-09	6.3345e-11	5.5686e-11	
topo Quito, apparent	2451545.0	Earth					unanswered errCode 2
topo Quito, apparent	2451545.0	Mars	1.8811e-09	1.3020e-09	8.0903e-11	4.3738e-11	
topo Quito, apparent	2451545.0	Jupiter	1.2033e-09	5.0952e-10	1.4961e-12	3.2376e-13	
topo Quito, apparent	2451545.0	Saturn	5.9043e-10	2.9110e-10	2.7410e-11	3.1678e-12	
topo Quito, apparent	2451545.0	Uranus	3.1904e-10	1.3038e-10	9.2195e-11	4.4480e-12	
topo Quito, apparent	2451545.0	Neptune	2.2452e-10	8.5192e-11	9.8675e-11	3.1806e-12	
topo Quito, apparent	2451545.0	Pluto	5.8142e-11	4.0635e-11	7.6448e-11	2.4610e-12	
topo Quito, apparent	2451545.0	Moon mean asc node	4.0272e-07	9.1155e-07	9.7059e-11	9.7059e-11	
topo Quito, apparent	2451545.0	Moon osc asc node	4.1322e-07	9.1657e-07	1.0307e-10	1.0307e-10	
topo Quito, apparent	2451545.0	Moon mean desc node	4.8277e-07	8.3937e-07	9.6288e-11	9.6288e-11	
topo Quito, apparent	2451545.0	Moon osc desc node	4.1484e-07	8.5552e-07	9.4822e-11	9.4822e-11	
topo Quito, apparent	2451545.0	Moon mean perihelion	1.1593e-06	8.0245e-07	8.6973e-11	8.6973e-11	
topo Quito, apparent	2451545.0	Moon osc perihelion	2.7488e-06	7.2805e-07	8.8500e-11	8.8500e-11	
topo Quito, apparent	2451545.0	Moon mean aphelion	9.9935e-07	7.3100e-07	8.7744e-11	8.7744e-11	
topo Quito, apparent	2451545.0	Moon osc aphelion	9.5915e-07	7.4431e-07	7.7668e-11	7.7668e-11	
topo Quito, apparent	2451545.0	Mercury mean asc node	7.2424e-10	2.7532e-09	9.8576e-11	9.8576e-11	
topo Quito, apparent	2451545.0	Mercury osc asc node	6.6044e-10	2.7471e-09	9.8329e-11	9.8329e-11	
topo Quito, apparent	2451545.0	Mercury mean desc node	1.9673e-09	1.7558e-09	8.7195e-11	6.6530e-11	
topo Quito, apparent	2451545.0	Mercury osc desc node	1.8536e-09	1.7454e-09	8.7612e-11	6.6848e-11	
topo Quito, apparent	2451545.0	Mercury mean perihelion	2.5833e-10	3.0111e-09	9.9577e-11	9.9577e-11	
topo Quito, apparent	2451545.0	Mercury osc perihelion	2.5624e-10	2.9999e-09	9.8827e-11	9.8827e-11	
topo Quito, apparent	2451545.0	Mercury mean aphelion	1.1797e-09	1.6896e-09	9.1414e-11	6.4201e-11	
topo Quito, apparent	2451545.0	Mercury osc aphelion	1.1578e-09	1.6677e-09	9.1139e-11	6.4007e-11	
topo Quito, apparent	2451545.0	Venus mean asc node	6.5500e-09	5.2151e-09	8.3810e-11	8.3810e-11	
topo Quito, apparent	2451545.0	Venus osc asc node	6.6224e-09	5.2243e-09	8.7062e-11	8.7062e-11	
topo Quito, apparent	2451545.0	Venus mean desc node	1.1456e-09	1.3852e-09	9.0760e-11	5.4223e-11	
topo Quito, apparent	2451545.0	Venus osc desc node	1.1976e-09	1.3646e-09	9.0201e-11	5.3889e-11	
topo Quito, apparent	2451545.0	Venus mean perihelion	8.9996e-09	3.9282e-09	5.5042e-11	5.5042e-11	
topo Quito, apparent	2451545.0	Venus osc perihelion	8.1582e-09	3.4917e-09	8.9340e-11	8.9340e-11	
topo Quito, apparent	2451545.0	Venus mean aphelion	2.0043e-10	1.4647e-09	9.7213e-11	5.8926e-11	
topo Quito, apparent	2451545.0	Venus osc aphelion	2.8530e-09	1.5167e-09	1.2109e-10	7.3453e-11	
topo Quito, apparent	2451545.0	Mars mean asc node	4.9016e-09	2.0220e-09	2.8600e-11	2.5047e-11	
topo Quito, apparent	2451545.0	Mars osc asc node	4.3765e-09	2.0110e-09	2.2254e-11	1.9491e-11	
topo Quito, apparent	2451545.0	Mars mean desc node	1.5605e-09	1.0114e-09	7.0061e-11	3.0427e-11	
topo Quito, apparent	2451545.0	Mars osc desc node	1.3021e-09	9.9023e-10	6.2276e-11	2.7045e-11	
topo Quito, apparent	2451545.0	Mars mean perihelion	1.0968e-09	1.1385e-09	9.1810e-11	4.3740e-11	
topo Quito, apparent	2451545.0	Mars osc perihelion	1.1122e-09	1.1552e-09	9.0699e-11	4.3216e-11	
topo Quito, apparent	2451545.0	Mars mean aphelion	4.0613e-09	1.6951e-09	1.7804e-11	1.2929e-11	
topo Quito, apparent	2451545.0	Mars osc aphelion	4.1162e-09	1.6871e-09	5.7304e-12	4.1595e-12	
topo Quito, apparent	2451545.0	Jupiter mean asc node	1.9049e-10	5.6819e-10	9.2435e-11	2.2063e-11	
topo Quito, apparent	2451545.0	Jupiter osc asc node	2.2845e-10	5.7748e-10	9.9134e-11	2.3681e-11	
topo Quito, apparent	2451545.0	Jupiter mean desc node	8.4363e-08	2.1294e-09	9.2466e-11	1.4934e-11	
topo Quito, apparent	2451545.0	Jupiter osc desc node	5.4604e-08	1.4751e-09	1.1097e-10	1.7905e-11	
topo Quito, apparent	2451545.0	Jupiter mean perihelion	1.1679e-09	4.9352e-10	3.3552e-11	6.7405e-12	
topo Quito, apparent	2451545.0	Jupiter osc perihelion	2.7726e-09	5.0170e-10	5.5849e-11	1.1261e-11	
topo Quito, apparent	2451545.0	Jupiter mean aphelion	9.6711e-10	4.2956e-10	3.0419e-12	5.4207e-13	
topo Quito, apparent	2451545.0	Jupiter osc aphelion	4.7325e-10	4.5233e-10	5.4570e-13	9.6882e-14	
topo Quito, apparent	2451545.0	Saturn mean asc node	3.0428e-10	3.1841e-10	9.4684e-11	1.1680e-11	
topo Quito, apparent	2451545.0	Saturn osc asc node	1.4054e-10	3.2828e-10	1.0299e-10	1.2659e-11	
topo Quito, apparent	2451545.0	Saturn mean desc node	2.1474e-10	2.1324e-10	8.6613e-11	7.8746e-12	
topo Quito, apparent	2451545.0	Saturn osc desc node	5.7146e-11	2.0357e-10	8.3058e-11	7.5342e-12	
topo Quito, apparent	2451545.0	Saturn mean perihelion	7.3464e-11	3.0927e-10	9.1751e-11	1.1390e-11	
topo Quito, apparent	2451545.0	Saturn osc perihelion	1.4094e-09	3.6463e-10	1.0007e-10	1.2378e-11	
topo Quito, apparent	2451545.0	Saturn mean aphelion	1.2399e-11	2.3684e-10	1.0202e-10	9.2291e-12	
topo Quito, apparent	2451545.0	Saturn osc aphelion	4.2489e-09	7.9388e-11	1.0593e-10	9.5573e-12	
topo Quito, apparent	2451545.0	Moon natural apogee	1.1391e-06	7.2497e-07	8.4234e-11	8.4234e-11	
topo Quito, apparent	2451545.0	Moon natural perigee	5.7606e-07	8.4216e-07	9.2803e-11	9.2803e-11	
topo Quito, apparent	2451545.0	Sirius	2.6540e-10	1.8227e-11	1.3953e-07	2.5653e-13	OVER
topo Quito, apparent	2451545.0	Vega	5.1001e-10	2.0690e-11	5.8971e-08	3.7233e-14	OVER
topo Quito, apparent	2451545.0	Polaris	5.0242e-10	8.8763e-11	4.2503e-06	1.5537e-13	OVER
topo Quito, apparent	2451545.0	Rigil Kentaurus	1.7351e-10	1.1921e-10	8.9044e-10	3.2588e-15	
topo Quito, apparent	2461300.5	Sun	1.0955e-09	2.1333e-10	1.0249e-10	1.0195e-10	
topo Quito, apparent	2461300.5	Moon	1.9137e-06	2.3742e-07	5.7461e-11	5.7461e-11	
topo Quito, apparent	2461300.5	Mercury	4.9951e-10	1.3979e-10	1.0588e-10	8.0221e-11	
topo Quito, apparent	2461300.5	Venus	6.5666e-09	1.7936e-09	9.2706e-11	9.2706e-11	
topo Quito, apparent	2461300.5	Earth					unanswered errCode 2
topo Quito, apparent	2461300.5	Mars	3.2619e-09	6.8648e-11	3.1749e-11	1.8072e-11	
topo Quito, apparent	2461300.5	Jupiter	6.3179e-10	5.1008e-11	7.3193e-11	1.2061e-11	
topo Quito, apparent	2461300.5	Saturn	2.6918e-10	8.2699e-11	1.0574e-10	1.2468e-11	
topo Quito, apparent	2461300.5	Uranus	3.7732e-10	9.0296e-11	4.6026e-11	2.4095e-12	
topo Quito, apparent	2461300.5	Neptune	1.7475e-10	8.3833e-11	1.3139e-10	4.5486e-12	
topo Quito, apparent	2461300.5	Pluto	9.6075e-11	7.8790e-11	2.0790e-11	5.9470e-13	
topo Quito, apparent	2461300.5	Moon mean asc node	1.3847e-06	1.0457e-07	8.3538e-11	8.3538e-11	
topo Quito, apparent	2461300.5	Moon osc asc node	1.3876e-06	1.0460e-07	8.6853e-11	8.6853e-11	
topo Quito, apparent	2461300.5	Moon mean desc node	1.4885e-06	1.3232e-07	8.2131e-11	8.2131e-11	
topo Quito, apparent	2461300.5	Moon osc desc node	1.5119e-06	1.3494e-07	8.4860e-11	8.4860e-11	
topo Quito, apparent	2461300.5	Moon mean perihelion	2.5140e-06	1.3669e-07	1.1062e-11	1.1062e-11	
topo Quito, apparent	2461300.5	Moon osc perihelion	2.0381e-06	1.5876e-07	1.1019e-11	1.1019e-11	
topo Quito, apparent	2461300.5	Moon mean aphelion	2.2586e-06	1.3336e-07	1.1434e-11	1.1434e-11	
topo Quito, apparent	2461300.5	Moon osc aphelion	2.3390e-06	1.2482e-07	8.0163e-12	8.0163e-12	
topo Quito, apparent	2461300.5	Mercury mean asc node	3.3194e-09	2.6196e-10	9.2169e-11	9.2169e-11	
topo Quito, apparent	2461300.5	Mercury osc asc node	3.2921e-09	2.5602e-10	9.1072e-11	9.1072e-11	
topo Quito, apparent	2461300.5	Mercury mean desc node	5.1695e-10	1.4466e-10	1.0495e-10	7.9516e-11	
topo Quito, apparent	2461300.5	Mercury osc desc node	5.8472e-10	1.4545e-10	1.0697e-10	8.1045e-11	
topo Quito, apparent	2461300.5	Mercury mean perihelion	2.8025e-09	1.1183e-10	9.1687e-11	9.0088e-11	
topo Quito, apparent	2461300.5	Mercury osc perihelion	2.8405e-09	1.1858e-10	9.1151e-11	8.9561e-11	
topo Quito, apparent	2461300.5	Mercury mean aphelion	1.2303e-09	3.0864e-10	1.0335e-10	8.9494e-11	
topo Quito, apparent	2461300.5	Mercury osc aphelion	1.1190e-09	3.0755e-10	1.0164e-10	8.8018e-11	
topo Quito, apparent	2461300.5	Venus mean asc node	3.9109e-09	1.9009e-10	6.8159e-11	5.8711e-11	
topo Quito, apparent	2461300.5	Venus osc asc node	3.8749e-09	1.5380e-10	6.6451e-11	5.7240e-11	
topo Quito, apparent	2461300.5	Venus mean desc node	1.8304e-09	1.4799e-10	9.8498e-11	7.5079e-11	
topo Quito, apparent	2461300.5	Venus osc desc node	1.9508e-09	1.3565e-10	9.9138e-11	7.5566e-11	
topo Quito, apparent	2461300.5	Venus mean perihelion	1.7193e-09	1.4249e-11	9.0696e-11	5.6304e-11	
topo Quito, apparent	2461300.5	Venus osc perihelion	2.7119e-09	3.4291e-11	1.0299e-10	6.3944e-11	
topo Quito, apparent	2461300.5	Venus mean aphelion	5.2049e-09	7.4736e-10	8.8250e-11	8.8250e-11	
topo Quito, apparent	2461300.5	Venus osc aphelion	5.2783e-09	8.8701e-11	4.0601e-11	4.0601e-11	
topo Quito, apparent	2461300.5	Mars mean asc node	5.3179e-09	1.6738e-10	5.9109e-14	4.8195e-14	
topo Quito, apparent	2461300.5	Mars osc asc node	5.1290e-09	1.6835e-10	3.3045e-12	2.6941e-12	
topo Quito, apparent	2461300.5	Mars mean desc node	1.5976e-09	7.1370e-11	1.0728e-10	4.7127e-11	
topo Quito, apparent	2461300.5	Mars osc desc node	1.6768e-09	5.7364e-11	1.1418e-10	5.0163e-11	
topo Quito, apparent	2461300.5	Mars mean perihelion	1.0714e-08	1.1286e-10	4.3979e-11	4.3979e-11	
topo Quito, apparent	2461300.5	Mars osc perihelion	9.9649e-09	1.2085e-10	4.7168e-11	4.7168e-11	
topo Quito, apparent	2461300.5	Mars mean aphelion	7.6339e-10	2.0351e-11	9.7122e-11	3.6767e-11	
topo Quito, apparent	2461300.5	Mars osc aphelion	8.9368e-10	4.3359e-12	9.7136e-11	3.6776e-11	
topo Quito, apparent	2461300.5	Jupiter mean asc node	1.0091e-09	4.8489e-11	1.8705e-11	3.3739e-12	
topo Quito, apparent	2461300.5	Jupiter osc asc node	9.0162e-10	5.0931e-11	1.7674e-11	3.1868e-12	
topo Quito, apparent	2461300.5	Jupiter mean desc node	1.2898e-09	2.7581e-11	1.6414e-11	3.2731e-12	
topo Quito, apparent	2461300.5	Jupiter osc desc node	1.4692e-09	4.0805e-11	5.6591e-12	1.1289e-12	
topo Quito, apparent	2461300.5	Jupiter mean perihelion	5.4765e-10	5.7997e-11	1.0247e-10	2.5443e-11	
topo Quito, apparent	2461300.5	Jupiter osc perihelion	4.6616e-10	5.2254e-11	1.1456e-10	2.8469e-11	
topo Quito, apparent	2461300.5	Jupiter mean aphelion	2.7957e-10	4.5727e-11	1.1420e-10	1.7832e-11	
topo Quito, apparent	2461300.5	Jupiter osc aphelion	1.2385e-09	4.8154e-11	1.1455e-10	1.7882e-11	
topo Quito, apparent	2461300.5	Saturn mean asc node	4.0996e-11	7.5698e-11	4.1675e-11	4.3417e-12	
topo Quito, apparent	2461300.5	Saturn osc asc node	1.8085e-10	8.4971e-11	3.6256e-12	3.7834e-13	
topo Quito, apparent	2461300.5	Saturn mean desc node	5.5579e-10	3.8023e-11	2.6248e-11	2.7397e-12	
topo Quito, apparent	2461300.5	Saturn osc desc node	1.3647e-09	1.9754e-11	3.9779e-11	4.1584e-12	
topo Quito, apparent	2461300.5	Saturn mean perihelion	6.5115e-10	8.1063e-11	5.9773e-12	6.4721e-13	
topo Quito, apparent	2461300.5	Saturn osc perihelion	1.7834e-09	6.0546e-11	7.5303e-12	8.1675e-13	
topo Quito, apparent	2461300.5	Saturn mean aphelion	6.5193e-10	3.8192e-11	1.6292e-11	1.6332e-12	
topo Quito, apparent	2461300.5	Saturn osc aphelion	1.4886e-10	6.1479e-11	9.3366e-12	9.3738e-13	
topo Quito, apparent	2461300.5	Moon natural apogee	2.2474e-06	1.3799e-07	1.4449e-11	1.4449e-11	
topo Quito, apparent	2461300.5	Moon natural perigee	1.5597e-06	1.5898e-07	4.6554e-12	4.6554e-12	
topo Quito, apparent	2461300.5	Sirius	1.4318e-11	5.4565e-11	1.6509e-07	3.0353e-13	OVER
topo Quito, apparent	2461300.5	Vega	6.3091e-11	1.5030e-10	1.3850e-06	8.7451e-13	OVER
topo Quito, apparent	2461300.5	Polaris	8.0886e-11	2.1884e-10	7.5791e-06	2.7706e-13	OVER
topo Quito, apparent	2461300.5	Rigil Kentaurus	1.5260e-10	1.8845e-10	9.8357e-08	3.6008e-13	OVER
topo Quito, apparent	2488069.5	Sun	1.1336e-09	2.2875e-09	9.7066e-11	9.7066e-11	
topo Quito, apparent	2488069.5	Moon	1.5819e-06	9.2359e-07	6.9934e-11	6.9934e-11	
topo Quito, apparent	2488069.5	Mercury	2.3606e-10	1.7936e-09	9.7367e-11	7.0244e-11	
topo Quito, apparent	2488069.5	Venus	2.4409e-09	2.1623e-09	8.7754e-11	7.7953e-11	
topo Quito, apparent	2488069.5	Earth					unanswered errCode 2
topo Quito, apparent	2488069.5	Mars	6.4662e-09	2.5982e-09	9.3230e-12	9.3230e-12	
topo Quito, apparent	2488069.5	Jupiter	1.0079e-09	4.2979e-10	7.6202e-13	1.3740e-13	
topo Quito, apparent	2488069.5	Saturn	5.2329e-10	2.3876e-10	1.5787e-11	1.5989e-12	
topo Quito, apparent	2488069.5	Uranus	3.0179e-10	1.4326e-10	2.3055e-11	1.1629e-12	
topo Quito, apparent	2488069.5	Neptune	2.8754e-10	1.0405e-10	1.2083e-11	4.0541e-13	
topo Quito, apparent	2488069.5	Pluto	1.1898e-10	2.4575e-11	1.6566e-12	3.4103e-14	
topo Quito, apparent	2488069.5	Moon mean asc node	1.7122e-06	8.3539e-07	5.4261e-11	5.4261e-11	
topo Quito, apparent	2488069.5	Moon osc asc node	1.7889e-06	8.6075e-07	6.9037e-11	6.9037e-11	
topo Quito, apparent	2488069.5	Moon mean desc node	1.9386e-06	9.0887e-07	5.2690e-11	5.2690e-11	
topo Quito, apparent	2488069.5	Moon osc desc node	1.8886e-06	8.9759e-07	5.4471e-11	5.4471e-11	
topo Quito, apparent	2488069.5	Moon mean perihelion	2.4072e-06	8.7751e-07	2.0657e-11	2.0657e-11	
topo Quito, apparent	2488069.5	Moon osc perihelion	3.6120e-06	7.4082e-07	3.4482e-11	3.4482e-11	
topo Quito, apparent	2488069.5	Moon mean aphelion	2.0643e-06	8.2211e-07	2.1274e-11	2.1274e-11	
topo Quito, apparent	2488069.5	Moon osc aphelion	6.0936e-07	9.7508e-07	2.7582e-11	2.7582e-11	
topo Quito, apparent	2488069.5	Mercury mean asc node	7.0436e-10	2.7407e-09	9.8033e-11	9.8033e-11	
topo Quito, apparent	2488069.5	Mercury osc asc node	7.4055e-10	2.7481e-09	9.7842e-11	9.7842e-11	
topo Quito, apparent	2488069.5	Mercury mean desc node	1.8596e-09	1.7357e-09	8.8628e-11	6.7407e-11	
topo Quito, apparent	2488069.5	Mercury osc desc node	1.8866e-09	1.7253e-09	9.0088e-11	6.8518e-11	
topo Quito, apparent	2488069.5	Mercury mean perihelion	3.2421e-10	2.9904e-09	9.9743e-11	9.9743e-11	
topo Quito, apparent	2488069.5	Mercury osc perihelion	2.3595e-10	3.0100e-09	9.9348e-11	9.9348e-11	
topo Quito, apparent	2488069.5	Mercury mean aphelion	1.1652e-09	1.6635e-09	9.0132e-11	6.3172e-11	
topo Quito, apparent	2488069.5	Mercury osc aphelion	1.1567e-09	1.6837e-09	9.1708e-11	6.4277e-11	
topo Quito, apparent	2488069.5	Venus mean asc node	6.4010e-09	5.2763e-09	8.7204e-11	8.7204e-11	
topo Quito, apparent	2488069.5	Venus osc asc node	6.4788e-09	5.2962e-09	8.5898e-11	8.5898e-11	
topo Quito, apparent	2488069.5	Venus mean desc node	1.1750e-09	1.3516e-09	9.1618e-11	5.4670e-11	
topo Quito, apparent	2488069.5	Venus osc desc node	9.6918e-10	1.3504e-09	8.8599e-11	5.2869e-11	
topo Quito, apparent	2488069.5	Venus mean perihelion	8.8000e-09	3.7784e-09	5.5045e-11	5.5045e-11	
topo Quito, apparent	2488069.5	Venus osc perihelion	6.2831e-09	2.9676e-09	1.7216e-10	1.7216e-10	
topo Quito, apparent	2488069.5	Venus mean aphelion	2.3980e-10	1.4517e-09	9.8140e-11	5.9657e-11	
topo Quito, apparent	2488069.5	Venus osc aphelion	4.8909e-09	1.5522e-09	1.4341e-10	8.7173e-11	
topo Quito, apparent	2488069.5	Mars mean asc node	4.4634e-09	2.0135e-09	2.1671e-11	1.9167e-11	
topo Quito, apparent	2488069.5	Mars osc asc node	6.0281e-09	2.0294e-09	4.1364e-11	3.6587e-11	
topo Quito, apparent	2488069.5	Mars mean desc node	1.7969e-09	9.9740e-10	7.2552e-11	3.1408e-11	
topo Quito, apparent	2488069.5	Mars osc desc node	1.3295e-09	9.7881e-10	6.6645e-11	2.8849e-11	
topo Quito, apparent	2488069.5	Mars mean perihelion	1.1675e-09	1.1327e-09	9.4005e-11	4.5116e-11	
topo Quito, apparent	2488069.5	Mars osc perihelion	1.1954e-09	1.1429e-09	9.4010e-11	4.5132e-11	
topo Quito, apparent	2488069.5	Mars mean aphelion	3.9812e-09	1.6427e-09	1.3193e-11	9.3908e-12	
topo Quito, apparent	2488069.5	Mars osc aphelion	4.9931e-09	1.5520e-09	1.2191e-11	8.6712e-12	
topo Quito, apparent	2488069.5	Jupiter mean asc node	6.9712e-10	5.7085e-10	9.8792e-11	2.3594e-11	
topo Quito, apparent	2488069.5	Jupiter osc asc node	5.5148e-10	6.0778e-10	8.4155e-11	2.0089e-11	
topo Quito, apparent	2488069.5	Jupiter mean desc node	6.6129e-10	3.7709e-10	9.3907e-11	1.5161e-11	
topo Quito, apparent	2488069.5	Jupiter osc desc node	2.9713e-10	3.8921e-10	9.9525e-11	1.6062e-11	
topo Quito, apparent	2488069.5	Jupiter mean perihelion	1.1397e-09	4.8576e-10	2.7329e-11	5.5168e-12	
topo Quito, apparent	2488069.5	Jupiter osc perihelion	8.4872e-10	4.6462e-10	3.4687e-11	6.9967e-12	
topo Quito, apparent	2488069.5	Jupiter mean aphelion	9.7850e-10	4.1561e-10	7.9286e-12	1.4070e-12	
topo Quito, apparent	2488069.5	Jupiter osc aphelion	8.7662e-10	4.3523e-10	1.1077e-11	1.9659e-12	
topo Quito, apparent	2488069.5	Saturn mean asc node	5.2858e-10	3.5001e-10	9.0151e-11	1.1117e-11	
topo Quito, apparent	2488069.5	Saturn osc asc node	1.3109e-10	3.4727e-10	9.8760e-11	1.2150e-11	
topo Quito, apparent	2488069.5	Saturn mean desc node	9.9637e-11	2.3736e-10	9.3155e-11	8.4706e-12	
topo Quito, apparent	2488069.5	Saturn osc desc node	2.2344e-10	2.0918e-10	1.2398e-10	1.1244e-11	
topo Quito, apparent	2488069.5	Saturn mean perihelion	4.0139e-11	3.3633e-10	9.8628e-11	1.2245e-11	
topo Quito, apparent	2488069.5	Saturn osc perihelion	1.8419e-11	2.9898e-10	1.1665e-10	1.4443e-11	
topo Quito, apparent	2488069.5	Saturn mean aphelion	3.9620e-11	2.3198e-10	8.6789e-11	7.8511e-12	
topo Quito, apparent	2488069.5	Saturn osc aphelion	3.5006e-11	1.9675e-10	7.3246e-11	6.6123e-12	
topo Quito, apparent	2488069.5	Moon natural apogee	1.9125e-06	8.2090e-07	2.1877e-11	2.1877e-11	
topo Quito, apparent	2488069.5	Moon natural perigee	2.8249e-06	8.9775e-07	1.6124e-11	1.6124e-11	
