# ratesweep 127.0.0.1:47392 bound 0.005 0.0001 (advertised)
config	epoch_tt	object	lon_err	lat_err	dist_err	flag
helio astrometric, true of date, ecliptic	2488069.5	Moon osc desc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2488069.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Moon osc perihelion	8.7403e-10	1.2645e-05	2.2070e-10	
helio astrometric, true of date, ecliptic	2488069.5	Moon mean aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2488069.5	Moon osc aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean asc node	5.4570e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc asc node	6.7027e-11	5.1900e-09	6.0154e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc desc node	1.7936e-10	5.1920e-09	1.5027e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc perihelion	1.7477e-10	1.0294e-09	6.1713e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc aphelion	1.6166e-10	9.2618e-10	9.4695e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc asc node	1.1707e-10	1.2652e-09	2.6240e-12	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc desc node	8.3519e-11	1.2244e-09	2.7094e-12	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc perihelion	2.0530e-08	7.0995e-09	2.2428e-12	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc aphelion	2.0581e-08	7.1082e-09	1.8760e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean asc node	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc asc node	1.8850e-10	5.0459e-09	2.5369e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc desc node	1.6533e-10	5.0373e-09	4.8792e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc perihelion	1.6291e-09	8.2898e-09	4.4426e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc aphelion	1.6748e-09	8.3140e-09	2.1436e-12	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc asc node	5.1331e-10	2.4546e-09	2.5079e-11	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc desc node	4.6140e-10	2.4139e-09	2.1122e-11	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean perihelion	1.1975e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc perihelion	2.7181e-08	8.1097e-09	5.1150e-13	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc aphelion	2.7176e-08	8.1064e-09	1.0582e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc asc node	2.4330e-10	4.2101e-09	5.3459e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc desc node	1.4716e-10	4.1914e-09	4.6278e-13	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean perihelion	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc perihelion	1.3148e-09	1.7413e-09	3.8495e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc aphelion	1.3461e-09	1.6725e-09	3.7194e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon natural apogee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2488069.5	Moon natural perigee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2488069.5	Sirius	2.8179e-06	1.2405e-05	1.7118e-12	
helio astrometric, true of date, ecliptic	2488069.5	Vega	6.8335e-06	1.2327e-05	8.2281e-13	
helio astrometric, true of date, ecliptic	2488069.5	Polaris	7.4219e-08	1.2863e-05	1.7848e-14	
helio astrometric, true of date, ecliptic	2488069.5	Rigil Kentaurus	5.8078e-06	1.1208e-05	1.3263e-12	
bary astrometric, true of date, ecliptic	2378496.5	Sun				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Moon				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Mercury				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Venus				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Earth				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Mars				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Jupiter				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Saturn				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Uranus				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Neptune				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Pluto				unanswered errCode 3
bary astrometric, true of date, ecliptic	2378496.5	Moon mean asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Moon osc asc node				unanswered errCode 2
bary astrometric, true of date, ecliptic	2378496.5	Moon mean desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Moon osc desc node				unanswered errCode 2
bary astrometric, true of date, ecliptic	2378496.5	Moon mean perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Moon osc perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Moon mean aphelion				unanswered errCode 2
bary astrometric, true of date, ecliptic	2378496.5	Moon osc aphelion				unanswered errCode 2
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus mean asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus osc asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus mean desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus osc desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus mean perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus osc perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus mean aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Venus osc aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars mean asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars osc asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars mean desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars osc desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars mean perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars osc perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars mean aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Mars osc aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc asc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc desc node				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc perihelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc aphelion				unanswered errCode 4
bary astrometric, true of date, ecliptic	2378496.5	Moon natural apogee				unanswered errCode 2
bary astrometric, true of date, ecliptic	2378496.5	Moon natural perigee				unanswered errCode 2
bary astrometric, true of date, ecliptic	2378496.5	Sirius	1.5047e-06	9.3200e-06	1.6611e-12	
bary astrometric, true of date, ecliptic	2378496.5	Vega	3.7480e-06	9.2801e-06	4.4394e-13	
bary astrometric, true of date, ecliptic	2378496.5	Polaris	1.6775e-06	9.4671e-06	5.3099e-13	
bary astrometric, true of date, ecliptic	2378496.5	Rigil Kentaurus	4.7835e-06	7.9376e-06	1.2887e-13	
bary astrometric, true of date, ecliptic	2415020.5	Sun	2.2483e-08	2.6208e-06	5.6091e-13	
bary astrometric, true of date, ecliptic	2415020.5	Moon	7.0180e-07	2.9460e-06	8.9772e-11	
bary astrometric, true of date, ecliptic	2415020.5	Mercury	8.8336e-05	1.0686e-05	1.1506e-07	
bary astrometric, true of date, ecliptic	2415020.5	Venus	1.3651e-06	8.7782e-07	8.1924e-11	
bary astrometric, true of date, ecliptic	2415020.5	Earth	4.8373e-07	2.9484e-06	3.8679e-11	
bary astrometric, true of date, ecliptic	2415020.5	Mars	3.1097e-06	2.8182e-06	3.3798e-09	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter	8.2303e-08	2.4085e-06	6.5517e-11	
bary astrometric, true of date, ecliptic	2415020.5	Saturn	1.8774e-09	2.9785e-06	1.8209e-12	
bary astrometric, true of date, ecliptic	2415020.5	Uranus	1.2251e-08	2.7681e-06	8.4842e-12	
bary astrometric, true of date, ecliptic	2415020.5	Neptune	5.5623e-09	2.9750e-06	4.7592e-13	
bary astrometric, true of date, ecliptic	2415020.5	Pluto	1.2458e-07	2.8839e-06	1.5596e-11	
bary astrometric, true of date, ecliptic	2415020.5	Moon mean asc node	9.7011e-12	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Moon osc asc node				unanswered errCode 2
bary astrometric, true of date, ecliptic	2415020.5	Moon mean desc node	1.9402e-11	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Moon osc desc node				unanswered errCode 2
bary astrometric, true of date, ecliptic	2415020.5	Moon mean perihelion	9.7011e-12	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Moon osc perihelion	7.3308e-09	2.9546e-06	1.1598e-10	
bary astrometric, true of date, ecliptic	2415020.5	Moon mean aphelion				unanswered errCode 2
bary astrometric, true of date, ecliptic	2415020.5	Moon osc aphelion				unanswered errCode 2
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean asc node	4.2443e-12	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc asc node	8.2310e-10	6.3192e-08	4.1217e-12	
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc desc node	3.5996e-10	3.6658e-08	4.1677e-12	
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean perihelion	1.9403e-11	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc perihelion	9.6180e-11	6.0320e-08	2.4190e-11	
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc aphelion	4.5745e-10	3.9366e-08	2.5390e-11	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean asc node	8.4886e-12	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc asc node	3.3165e-10	2.6855e-08	5.6545e-11	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc desc node	9.7000e-11	2.4711e-08	5.5080e-11	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc perihelion	7.1933e-07	5.7228e-09	8.4353e-11	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc aphelion	7.2429e-07	5.6869e-08	8.4396e-11	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean asc node	4.2443e-12	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc asc node	5.8001e-10	1.7565e-08	1.8320e-12	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc desc node	2.4945e-10	7.0559e-09	5.7568e-12	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc perihelion	4.8329e-11	2.1695e-08	1.2940e-11	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc aphelion	1.6421e-10	2.9823e-09	5.8019e-12	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc asc node	1.3253e-10	1.2932e-09	1.5121e-12	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc desc node	1.2430e-10	6.0240e-09	5.1157e-12	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean perihelion	1.6977e-11	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc perihelion	2.0308e-09	1.1987e-08	8.2747e-12	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc aphelion	2.2224e-09	4.8094e-09	2.8029e-13	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean asc node	8.4886e-12	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc asc node	3.6504e-10	2.1741e-09	8.5648e-12	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc desc node	2.8198e-10	6.0820e-09	2.5142e-11	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc perihelion	6.3602e-08	1.9655e-09	8.3875e-12	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc aphelion	6.3708e-08	5.8615e-09	4.2774e-12	
bary astrometric, true of date, ecliptic	2415020.5	Moon natural apogee				unanswered errCode 2
bary astrometric, true of date, ecliptic	2415020.5	Moon natural perigee				unanswered errCode 2
bary astrometric, true of date, ecliptic	2415020.5	Sirius	5.1235e-07	2.9217e-06	3.7197e-13	
bary astrometric, true of date, ecliptic	2415020.5	Vega	1.2683e-06	2.9077e-06	1.3021e-12	
bary astrometric, true of date, ecliptic	2415020.5	Polaris	4.1699e-07	2.9809e-06	8.3690e-13	
bary astrometric, true of date, ecliptic	2415020.5	Rigil Kentaurus	1.4798e-06	2.5200e-06	2.2064e-13	
bary astrometric, true of date, ecliptic	2451545.0	Sun	1.5548e-07	2.2407e-06	3.5679e-13	
bary astrometric, true of date, ecliptic	2451545.0	Moon	1.9188e-06	5.9457e-06	6.2143e-10	
bary astrometric, true of date, ecliptic	2451545.0	Mercury	6.2977e-07	5.7480e-06	1.3603e-11	
bary astrometric, true of date, ecliptic	2451545.0	Venus	1.1845e-06	3.0167e-07	1.6102e-10	
bary astrometric, true of date, ecliptic	2451545.0	Earth	7.2934e-07	5.9491e-06	8.3431e-11	
